observedProperty,resultUom,_Year,resultMeanValue,water_name,Country_name,PopulationDensity,TouristMean_1990_2020,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent
CAS_14797-65-0,mg{NO2}/L,2009,0.063310051,FRDR609,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-65-0,mg{NO2}/L,2009,0.046732851,FRFR238,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,132.859,FRFR238,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2009,11.5783758,FRFR327C,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3151-01-7,mmol/L,2009,0.2068,ES014MSPFES-014-NR-038-000-02-02,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14797-55-8,mg{NO3}/L,2009,2.4777919,ES014MSPFES-014-NR-038-000-02-02,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_7723-14-0,mg{P}/L,2009,0.0133,ES014MSPFES-014-NR-038-000-02-02,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3164-08-7,{massRatio},2009,165.232,FRGR0220,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,80.9833,FRGR0220,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,86.6594,FRGR0220,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.0591667,FRGR0220,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-03-3,mg{N}/L,2009,0.93,FRGR0220,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,80.175,FRGR0005B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2009,7.68919,FRGR0005B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3163-01-7,mg{Si}/L,2009,9.15458,FRGR0004A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,81.3,FRGR0167A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,1.0625,FRGR1496,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.0385596,FRGR1496,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2009,7.63017,FRGR0004A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,1,FRDR179,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-05-5,mg{N}/L,2009,0.244203,FRDR179,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-65-0,mg{NO2}/L,2009,0.01999262,FRDR175B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.159449248,FRDR174,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,37.9861,FRDR174,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.0566667,FRDR174,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-01-0,ug/L,2009,4.125,FRDR174,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3142-01-6,uS/cm,2009,503.75,FRDR174,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,1,FRDR174,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-05-5,mg{N}/L,2009,1.43368,FRDR174,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,1.10833,FRDR173A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3142-01-6,uS/cm,2009,344.667,FRDR173A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,1.76667,FRGR0173,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.106021462,FRGR0173,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-03-3,mg{N}/L,2009,0.928889,FRGR0173,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.0383333,FRGR1022,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2009,3.881956614,FRGR0171,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,17.2379,FRGR0171,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.074298538,FRGR0171,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,18.9363,FRGR0171,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7440-43-9,ug/L,2016,25,ES040MSBT000030612,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_16887-00-6,mg/L,2016,328.38,ES040MSBT000030612,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_67-66-3,ug/L,2016,5.41,ES040MSBT000030612,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14797-55-8,mg{NO3}/L,2009,5.27313251,FRGR0175,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.0483333,FRGR0175,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3163-01-7,mg{Si}/L,2009,13.5043,FRGR0176,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3142-01-6,uS/cm,2009,216.25,FRGR0004B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,1.55177,FRGR0004B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,1.6,FRGR0178A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-01-0,ug/L,2009,1.4375,FRGR0178A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,0.666667,FRGR0178A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.0319518,FRGR0178A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,10.0333,FRGR0178A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2009,2.57827,FRGR0178A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_2921-88-2,ug/L,2016,0.02,ES040MSBT000030612,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14797-65-0,mg{NO2}/L,2009,0.03165496,FRDR651,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,103.317,FRDR651,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,96.72,FRDR606,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,93.3182,FRDR1808,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2009,14.56150975,FRDR609,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2009,22.8052478,FRFR238,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,98.7412,FRFR238,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.0825,FRFR238,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,3.17579,FRFR327C,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-65-0,mg{NO2}/L,2009,0.027189945,FRFR235A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,86.4667,FRGR1507,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,50.9276,FRGR0186,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,41.6801,FRGR0186,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.0147,ES10603,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_35065-27-1,ug/L,2016,0.02,ES040MSBT000030612,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_35065-29-3,ug/L,2016,0.02,ES040MSBT000030612,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_608-93-5,ug/L,2016,0.02,ES040MSBT000030612,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_127-18-4,ug/L,2016,2.5,ES040MSBT000030612,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3164-08-7,{massRatio},2009,90.3327,ES12086,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14798-03-9,mg{NH4}/L,2009,0.0081144,ES12086,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3164-01-0,ug/L,2009,4.5,FRGR0004B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,13.1333,FRGR0004B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-65-0,mg{NO2}/L,2009,0.056645801,FRGR0178A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,64.5267,ES014MSPFES-014-NR-038-000-02-02,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3161-02-2,mg{N}/L,2009,0.5478,ES014MSPFES-014-NR-038-000-02-02,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3152-01-0,[pH],2009,6.6396,ES014MSPFES-014-NR-038-000-02-02,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_1610-18-0,ug/L,2016,0.05,ES040MSBT000030612,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_7287-19-6,ug/L,2016,0.02,ES040MSBT000030612,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_7440-66-6,ug/L,2016,106.03,ES040MSBT000030596,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14797-55-8,mg{NO3}/L,2009,3.8253707,ES030MSPF0319010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3163-01-7,mg{Si}/L,2009,13.9065,FRGR0175,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,1.8495,FRGR0175,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,82.2333,FRGR0176,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2009,1.04152,FRGR0176,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2009,4.54838834,FRGR0004B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3142-01-6,uS/cm,2009,177.75,FRGR0178A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-05-5,mg{N}/L,2009,2.65475,FRGR0178A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2009,7.23888,FRGR0178A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,32.8349,FRGR1507,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7429-90-5,ug/L,2016,100,ES040MSBT000030598,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3161-02-2,mg{N}/L,2007,1.7923,UKSC023165,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2007,3.1944,UKSC023155,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2007,0.0728,UKSC020095,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2007,0.0845,UKSC020433,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2007,7.4808,UKSC005207,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2007,0.4696,UKSC005287,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2007,0.142,UKSC010562,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3121-01-5,Cel,2009,9.1,ES020MSPF000000382,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3152-01-0,[pH],2012,8.14583,LT122111303,Lithuania,44.72307577,1538269,40.4,8.65,2.75,44.05,10.05,10.15,0,0.6,0,22.92
CAS_14797-55-8,mg{NO3}/L,2009,7.7047508,ES020MSPF000200509,Portugal,112.2619412,7024884,36.49,6.73,1.85,27.68,13.64,10.72,0,0.93,1.94,16.23
EEA_3133-01-5,mg{O2}/L,2009,1.8778,ES020MSPF000000454,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3161-02-2,mg{N}/L,2006,0.6203,UKSC010758,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2006,2.492,UKSC010669,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_7723-14-0,mg{P}/L,2011,0.0198909,ATOK900470056,Austria,107.1279669,19909000,31.4,7,4.4,18.5,19.7,11.1,0,7.9,0,25.66
EEA_3164-08-7,{massRatio},2008,38.6866,FRFR634,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2008,102.096,FRFR58,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2008,97.3333,FRGR0527,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3163-01-7,mg{Si}/L,2008,12.975,FRGR0527,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-65-0,mg{NO2}/L,2008,0.059144648,FRGR0007F,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2008,14.56983251,FRGR0543,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2008,0.167798064,FRGR0543,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2008,35.2395,FRGR0543,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-03-3,mg{N}/L,2008,1.35306,FRGR0543,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-05-5,mg{N}/L,2008,5.70435,FRGR0543,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2008,7.58081,FRGR0544,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-01-0,ug/L,2008,10.625,FRGR0546,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3163-01-7,mg{Si}/L,2008,14.3,FRGR0546,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2008,19.75132612,FRGR0547B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2008,0.0528,UKSC003800,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2008,0.0346,UKSC006832,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2008,0.0032,UKSC004734,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2008,0.0338,UKSC006107,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2008,0.0029,UKSC006500,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2008,0.0035,UKSC006838,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2008,0.1009,UKSC010062,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2008,0.0097,UKSC020054,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2008,0.0081,UKSC020572,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2008,0.0157,UKSC020633,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2008,0.0256,UKSC023043,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2008,0.0507,UKSC023282,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2008,0.0125,UKSC023294,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-05-5,mg{N}/L,2008,3.48583,FRGR0543,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2008,3.35555,FRGR0543,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2008,24.89116166,FRGR0543,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-65-0,mg{NO2}/L,2008,0.109959476,FRGR0543,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-03-3,mg{N}/L,2008,0.983951,FRGR0543,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2006,8.1417,UKSC004000,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3152-01-0,[pH],2006,7.15,UKSC006834,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14798-03-9,mg{NH4}/L,2009,0.10948,BG4ST700R021,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
CAS_7723-14-0,mg{P}/L,2009,0.205,BG4ST700R021,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
CAS_14265-44-2,mg{P}/L,2009,0.221,BG4ST400R1072,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
CAS_14265-44-2,mg{P}/L,2009,0.011833,DERW_DESN_674-10,Germany,237.3075967,22635423,30,10,1.4,17.7,24,13,4,0,0,47.83
EEA_3121-01-5,Cel,2009,12.5593,DERW_DESN_674-10,Germany,237.3075967,22635423,30,10,1.4,17.7,24,13,4,0,0,47.83
CAS_14798-03-9,mg{NH4}/L,2009,0.080425296,DERW_DEST_EL03OW01-00,Germany,237.3075967,22635423,30,10,1.4,17.7,24,13,4,0,0,47.83
CAS_14797-55-8,mg{NO3}/L,2009,15.02253753,DERW_DEST_EL03OW01-00,Germany,237.3075967,22635423,30,10,1.4,17.7,24,13,4,0,0,47.83
CAS_7723-14-0,mg{P}/L,2009,0.143333,DERW_DEST_EL03OW01-00,Germany,237.3075967,22635423,30,10,1.4,17.7,24,13,4,0,0,47.83
CAS_7723-14-0,mg{P}/L,2009,0.182143,DERW_DEST_MEL07OW01-00,Germany,237.3075967,22635423,30,10,1.4,17.7,24,13,4,0,0,47.83
CAS_7723-14-0,mg{P}/L,2009,0.09,DERW_DEST_SE04OW01-00,Germany,237.3075967,22635423,30,10,1.4,17.7,24,13,4,0,0,47.83
EEA_3131-01-9,%,2009,100.525,BG3AR700R039,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
CAS_14797-55-8,mg{NO3}/L,2009,0.677331,BG3AR100R002,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
CAS_14797-55-8,mg{NO3}/L,2009,1.305965,BG3AR500R020,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_3133-03-7,mg{O2}/L,2009,17.35,BG3AR700R029,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_3161-01-1,mg{N}/L,2009,1.4,BG3AR700R029,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
CAS_14797-55-8,mg{NO3}/L,2009,3.665556,BG3AR700R029,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_3142-01-6,uS/cm,2009,384.667,BG3AR400R074,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_3121-01-5,Cel,2009,13.8,BG3AR400R074,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_3131-01-9,%,2009,104.05,BG3AR100R006,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_3131-01-9,%,2009,99.95,BG4ME100R113,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_3133-01-5,mg{O2}/L,2009,2.595,BG4ST300R073,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_3133-03-7,mg{O2}/L,2009,34.725,BG4ST600R1036,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_3161-01-1,mg{N}/L,2009,1.965,BG4ST600R1036,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_3133-02-6,mg{O2}/L,2012,1.3075,LT140101603,Lithuania,44.72307577,1538269,40.4,8.65,2.75,44.05,10.05,10.15,0,0.6,0,22.92
EEA_3152-01-0,[pH],2009,7.68,BG3AR500R020,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
CAS_14798-03-9,mg{NH4}/L,2009,0.114632,BG3AR700R029,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
CAS_14265-44-2,mg{P}/L,2009,0.092,BG3AR400R074,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_3131-01-9,%,2009,100.6,BG3AR400R074,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
CAS_14265-44-2,mg{P}/L,2009,0.207,BG4ME100R113,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_3121-01-5,Cel,2009,12.544,BG4ME100R113,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_3133-06-0,mg{C}/L,2009,3.508,BG4ME100R113,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
CAS_14797-65-0,mg{NO2}/L,2009,0.0578072,BG4ST700R017,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
CAS_14797-55-8,mg{NO3}/L,2009,34.07125448,FRHR205,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,542.822,FRHR205,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-01-0,ug/L,2009,9.54375,FRHR202B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-03-7,mg{O2}/L,2009,12.6333,FRHR232B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-01-0,ug/L,2009,5.9625,FRHR232B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,2.33583,FRHR232B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-05-5,mg{N}/L,2009,8.62892,FRHR232B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-01-0,ug/L,2009,1.5,FRHR233,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,11.4917,FRHR264A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-05-5,mg{N}/L,2009,5.78869,FRHR233,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
