observedProperty,resultUom,_Year,resultMeanValue,water_name,Country_name,PopulationDensity,TouristMean_1990_2020,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent
CAS_14798-03-9,mg{NH4}/L,2009,0.025044387,FRDR11534,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,77.7775,FRDR11534,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,1,FRDR420,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-65-0,mg{NO2}/L,2009,0.013328402,FRDR420,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-65-0,mg{NO2}/L,2009,0.040818124,FRGR0144B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.075,FRGR0144B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.0550114,FRGR0007A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,13.575,FRGR0007A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,31.4372,FRGR0007A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2009,1.60813,FRGR0007A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,2.175,FRGR0290,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,7.39363,FRGR0290,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2009,44.7839747,FRGR2153,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,744.886,FRGR2153,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,10.4976,FRGR2153,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2009,17.40213857,FRGR0007A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,207.794,ES12117,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_7723-14-0,mg{P}/L,2009,0.0462,ES030MSPF0430021,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3161-02-2,mg{N}/L,2009,2.69811,FRDR593A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-03-3,mg{N}/L,2009,1.02593,FRDR593A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,12.8455,FRDR593C,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.0933263,FRDR591,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,32.4168,FRDR591,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2009,8.05717,FRDR591,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,12.7167,FRDR579B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.141667,FRDR579B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-03-7,mg{O2}/L,2009,20,FRHR40,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,0.665833,FRHR40,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2009,32.02195191,FRHR40,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3151-01-7,mmol/L,2009,4.5105,ES13259,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3133-01-5,mg{O2}/L,2009,6.5,ES13259,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3161-05-5,mg{N}/L,2009,0.9227,ES030MSPF0323011,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3152-01-0,[pH],2009,7.825,ES030MSPF0323011,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_31613-01-1,mg{NH3}/L,2009,0.150040826,ES030MSPF0312010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3131-01-9,%,2009,18.7,ES030MSPF0312010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3161-02-2,mg{N}/L,2009,0.8606,ES030MSPF0312010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3152-01-0,[pH],2009,7.05,ES030MSPF0529010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3161-05-5,mg{N}/L,2009,0.309001,FRDR420,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3142-01-6,uS/cm,2009,127.667,FRDR411A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-05-5,mg{N}/L,2009,1.52388,FRDR597,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,12.72,FRDR596,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,11.1833,FRDR11206,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.025044387,FRDR11206,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,164.378,FRDR11206,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2009,2.53085,FRDR11206,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.03,FRDR11206,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,0.866667,FRDR593A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2009,32.47182365,FRDR466A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,106.306,FRDR466A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2009,7.9442,UKSC006102,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_7723-14-0,mg{P}/L,2009,0.0157,UKSC006502,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2009,0.0028,UKSC006501,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3133-06-0,mg{C}/L,2009,3.4124,UKSC006501,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-01-1,mg{N}/L,2009,1.05,FRDR401C,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.025044387,FRDR401C,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,80.9741,FRDR407,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.1,FRDR406A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,99.7083,FRDR401B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.085,FRDR1251,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.059271828,FRDR400C,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.02,FRDR400C,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,91.95,FRDR11730,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,81.8877,FRDR11730,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,7.8608,UKSC005010,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2009,6.45,UKSC005010,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3142-01-6,uS/cm,2009,131.283,UKSC005204,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3133-06-0,mg{C}/L,2009,3.7259,UKSC005204,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2009,0.0473,UKSC005207,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2009,4.1253,UKSC005207,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3133-01-5,mg{O2}/L,2009,1.2936,UKSC005215,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_31615-01-7,mg{N}/L,2009,6.6467,UKSC005215,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14797-55-8,mg{NO3}/L,2009,10.9864859,UKSC005266,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3152-01-0,[pH],2009,7.8875,UKSC005266,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3133-01-5,mg{O2}/L,2009,1.4289,UKSC005280,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3142-01-6,uS/cm,2009,160.917,UKSC005280,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14798-03-9,mg{NH4}/L,2009,0.0483,UKSC005280,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14797-65-0,mg{NO2}/L,2009,0.07718575,UKSC005280,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3133-06-0,mg{C}/L,2009,4.8924,UKSC005280,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3121-01-5,Cel,2009,11.6667,UKSC005219,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_7723-14-0,mg{P}/L,2009,0.0395,UKSC005219,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_31615-01-7,mg{N}/L,2009,1.3192,UKSC005220,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_7723-14-0,mg{P}/L,2009,0.0435,UKSC005220,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14798-03-9,mg{NH4}/L,2009,0.0158424,UKSC005222,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_31615-01-7,mg{N}/L,2009,2.8242,UKSC005222,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-01-1,mg{N}/L,2009,1,FRDR313,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.00587368,FRDR2034B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.025044387,FRDR2034B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,1.3542,UKSC010220,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14798-03-9,mg{NH4}/L,2009,0.0345184,UKSC010220,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14797-65-0,mg{NO2}/L,2009,0.0164225,UKSC010266,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3131-01-9,%,2009,93.375,UKSC010266,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3152-01-0,[pH],2015,6.47,ROSO12,Romania,84.63380129,6568730,56.26,4.89,2.5,10.68,11.34,12.33,0,2,0,5.67
EEA_3152-01-0,[pH],2015,6.47,ROSO12,Romania,84.63380129,6568730,56.26,4.89,2.5,10.68,11.34,12.33,0,2,0,5.67
EEA_3132-01-2,mg/L,2015,4.35,ROSO12,Romania,84.63380129,6568730,56.26,4.89,2.5,10.68,11.34,12.33,0,2,0,5.67
EEA_3132-01-2,mg/L,2015,4.35,ROSO12,Romania,84.63380129,6568730,56.26,4.89,2.5,10.68,11.34,12.33,0,2,0,5.67
CAS_14798-03-9,mg{NH4}/L,2015,0.05,ROSO12,Romania,84.63380129,6568730,56.26,4.89,2.5,10.68,11.34,12.33,0,2,0,5.67
CAS_14798-03-9,mg{NH4}/L,2015,0.05,ROSO12,Romania,84.63380129,6568730,56.26,4.89,2.5,10.68,11.34,12.33,0,2,0,5.67
CAS_14797-55-8,mg{NO3}/L,2010,8.6406186,ES080MSPF15-05,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14797-65-0,mg{NO2}/L,2010,0.0170794,ES080MSPF15-05,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_31613-01-1,mg{NH3}/L,2010,0.00121589,ES080MSPF15-05,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14797-65-0,mg{NO2}/L,2015,0.01,ROSO12,Romania,84.63380129,6568730,56.26,4.89,2.5,10.68,11.34,12.33,0,2,0,5.67
CAS_14797-65-0,mg{NO2}/L,2015,0.01,ROSO12,Romania,84.63380129,6568730,56.26,4.89,2.5,10.68,11.34,12.33,0,2,0,5.67
CAS_14797-55-8,mg{NO3}/L,2015,4.944,ROSO12,Romania,84.63380129,6568730,56.26,4.89,2.5,10.68,11.34,12.33,0,2,0,5.67
CAS_14797-55-8,mg{NO3}/L,2015,4.944,ROSO12,Romania,84.63380129,6568730,56.26,4.89,2.5,10.68,11.34,12.33,0,2,0,5.67
EEA_3131-01-9,%,2009,101.925,UKSC010465,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_7723-14-0,mg{P}/L,2009,0.0293,UKSC010465,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3152-01-0,[pH],2009,7.3027,UKSC010465,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3133-06-0,mg{C}/L,2009,5.5475,UKSC010220,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_31613-01-1,mg{NH3}/L,2009,0.000364767,UKSC010266,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3121-01-5,Cel,2009,9.8077,UKSC010266,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14798-03-9,mg{NH4}/L,2009,0.0340032,UKSC010266,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2009,0.0778,UKSC010266,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3152-01-0,[pH],2010,7.9033,BG3MA600L134,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_3121-01-5,Cel,2010,13.2,BG1OG789R1601,Bulgaria,64.71109985,4836884,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
EEA_31615-01-7,mg{N}/L,2009,1.442,UKSC010427,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_7723-14-0,mg{P}/L,2009,0.1352,UKSC010427,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3133-01-5,mg{O2}/L,2009,0.975,UKSC010205,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14797-65-0,mg{NO2}/L,2009,0.0164225,UKSC010205,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_31613-01-1,mg{NH3}/L,2009,0.000364767,UKSC010220,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3131-01-9,%,2009,95.4667,UKSC010220,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3163-01-7,mg{Si}/L,2009,1.9592,UKSC010220,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2009,0.0569,UKSC010220,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3133-01-5,mg{O2}/L,2009,1.525,UKSC010321,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-03-3,mg{N}/L,2010,0.1231,ES080MSPF15-04-01-02,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_205-99-2,ug/L,2013,0.001,ES030MSPF0441021,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_60-57-1,ug/L,2013,0.001,ES020MSPF000101102,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_207-08-9,ug/L,2013,0.001,ES030MSPF0441021,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3133-01-5,mg{O2}/L,2010,0.3333,ES080MSPF15-05,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14797-65-0,mg{NO2}/L,2009,0.0177363,UKSC010220,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3133-01-5,mg{O2}/L,2009,1.1708,UKSC010266,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_31615-01-7,mg{N}/L,2009,0.2808,UKSC010266,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3152-01-0,[pH],2009,6.9742,UKSC010220,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14797-55-8,mg{NO3}/L,2009,0.3342385,UKSC010266,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3133-06-0,mg{C}/L,2009,6.9117,UKSC010266,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3131-01-9,%,2009,100.42,UKSC010343,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_16887-00-6,mg/L,2015,5324.5,ES063MSPF000117230,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_1912-24-9,ug/L,2015,0.1,ES063MSPF000117230,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_191-24-2,ug/L,2015,0.02,ES063MSPF000117230,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_193-39-5,ug/L,2015,0.02,ES063MSPF000117230,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3131-01-9,%,2009,97.7,UKSC010422,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2009,1.2727,UKSC010422,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14798-03-9,mg{NH4}/L,2009,0.02576,UKSC010457,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2009,0.0894,RSJMOR_4,Serbia,79.8376858,530038,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0,12.14,0.76
CAS_205-99-2,ug/L,2015,0.02,ES063MSPF000117230,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14797-55-8,mg{NO3}/L,2010,9.925334,ES080MSPF15-04-01-02,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3164-08-7,{massRatio},2010,712.769,ES080MSPF15-04-01-02,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3152-01-0,[pH],2010,8.04,ES080MSPF15-04-01-02,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_206-44-0,ug/L,2015,0.013,ES063MSPF000117230,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_18785-72-3,mg/L,1996,11.7,CHLWB-3036,Italy,205.4183722,39653776,34.4,7.6,4.3,15.4,22.8,11.6,0,3.8,0,25.9
CAS_16887-00-6,mg/L,2001,3.7,CHLWB-3014,Switzerland,215.4653505,7184000,29,4,3,29,20,15,0,0,0,32
EEA_3121-01-5,Cel,2005,4.9777,CHLWB-3028,Germany,237.3075967,22635423,30,10,1.4,17.7,24,13,4,0,0,47.83
EEA_3121-01-5,Cel,2005,6.2582,CHLWB-3012,Switzerland,215.4653505,7184000,29,4,3,29,20,15,0,0,0,32
EEA_3152-01-0,[pH],2007,8.23,CHLWB-3011,Switzerland,215.4653505,7184000,29,4,3,29,20,15,0,0,0,32
EEA_3121-01-5,Cel,2007,5.84,CHLWB-3011,Switzerland,215.4653505,7184000,29,4,3,29,20,15,0,0,0,32
EEA_3152-01-0,[pH],2009,7.786,UKSC010427,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14797-55-8,mg{NO3}/L,2009,1.8088722,UKSC010465,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_31615-01-7,mg{N}/L,2009,0.7075,UKSC010465,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_31613-01-1,mg{NH3}/L,2009,0.000364767,UKSC010205,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14798-03-9,mg{NH4}/L,2009,0.0322,UKSC010205,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3121-01-5,Cel,2009,9.85,UKSC010220,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14265-44-2,mg{P}/L,2009,0.0079,UKSC010266,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_31613-01-1,mg{NH3}/L,2009,0.000364767,UKSC010321,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14798-03-9,mg{NH4}/L,2009,0.037996,UKSC010321,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3131-01-9,%,2010,91.8,ES080MSPF15-05,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3161-05-5,mg{N}/L,2010,1.3342,ES080MSPF15-05,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14797-55-8,mg{NO3}/L,2010,3.7669343,ES080MSPF10-03,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14797-65-0,mg{NO2}/L,2010,0.04368385,ES080MSPF10-03,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_31613-01-1,mg{NH3}/L,2010,0.001459068,ES080MSPF10-03,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3131-01-9,%,2010,101.98,ES080MSPF10-03,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3163-01-7,mg{Si}/L,2009,1.537,UKSC010321,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3121-01-5,Cel,2009,10.3083,UKSC010321,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14797-55-8,mg{NO3}/L,2009,0.407284,UKSC010343,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_31613-01-1,mg{NH3}/L,2009,0.000364767,UKSC010343,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_7723-14-0,mg{P}/L,2009,0.0185,UKSC010343,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14797-65-0,mg{NO2}/L,2009,0.0032845,ES064MSPF000206680,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3133-06-0,mg{C}/L,2009,3.7,ES064MSPF000206680,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3133-03-7,mg{O2}/L,2009,3.3333,ES064MSPF000134890,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
